claim_id,policy_id,customer_id,policy_type,claim_date,claim_type,claim_amount,deductible,amount_paid,claim_status,incident_description
CLM-100714,POL-1003988,CUST-503988,Home,2022-06-17,Water Damage,34837.46,500.0,34337.46,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100715,POL-1003988,CUST-503988,Home,2022-08-14,Liability,5977.51,500.0,5477.51,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100716,POL-1000584,CUST-500584,Home,2026-04-13,Water Damage,22454.89,2500.0,19954.89,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100718,POL-1002423,CUST-502423,Home,2025-07-30,Water Damage,73380.14,1000.0,72380.14,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100717,POL-1002423,CUST-502423,Home,2025-08-13,Water Damage,15572.91,1000.0,14572.91,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100723,POL-1004800,CUST-504800,Home,2025-11-28,Theft,10503.75,5000.0,5503.75,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100732,POL-1001174,CUST-501174,Home,2023-03-07,Theft,31888.97,2500.0,29388.97,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100738,POL-1004885,CUST-504885,Home,2025-08-12,Wind/Hail,159705.54,2500.0,157205.54,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100743,POL-1002416,CUST-502416,Home,2025-12-05,Theft,8344.82,1000.0,7344.82,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100745,POL-1004880,CUST-504880,Home,2025-11-20,Water Damage,17978.83,250.0,17728.83,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100754,POL-1001212,CUST-501212,Home,2026-05-07,Theft,1231.83,500.0,731.83,Under Review,Break-in through rear window; jewelry and electronics stolen.
CLM-100755,POL-1003921,CUST-503921,Home,2025-08-30,Liability,63503.26,5000.0,0.0,Denied,Family dog bit a neighbor visiting the backyard.
CLM-100757,POL-1003066,CUST-503066,Home,2023-06-23,Liability,56363.11,500.0,55863.11,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100760,POL-1002100,CUST-502100,Home,2021-06-24,Liability,500.0,500.0,0.0,Denied,Guest tripped over a loose rug and fractured their wrist.
CLM-100759,POL-1002100,CUST-502100,Home,2021-07-02,Liability,65782.17,500.0,65282.17,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100766,POL-1001362,CUST-501362,Home,2025-04-09,Theft,18395.41,2500.0,15895.41,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100774,POL-1001876,CUST-501876,Home,2025-02-19,Water Damage,4724.52,1000.0,3724.52,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100778,POL-1004587,CUST-504587,Home,2024-12-29,Fire,3533.53,500.0,3033.53,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100780,POL-1003670,CUST-503670,Home,2024-09-02,Wind/Hail,14870.88,2500.0,12370.88,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100781,POL-1003670,CUST-503670,Home,2024-10-10,Theft,6139.48,2500.0,3639.48,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100785,POL-1004291,CUST-504291,Home,2024-02-10,Wind/Hail,7916.82,2500.0,5416.82,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100786,POL-1004291,CUST-504291,Home,2024-10-09,Theft,4435.18,2500.0,1935.18,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100793,POL-1000415,CUST-500415,Home,2024-08-07,Fire,40932.57,500.0,40432.57,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100796,POL-1001456,CUST-501456,Home,2025-08-14,Water Damage,111614.53,2500.0,109114.53,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100805,POL-1004405,CUST-504405,Home,2026-02-01,Theft,1631.69,2500.0,0.0,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100813,POL-1000371,CUST-500371,Home,2023-05-31,Water Damage,4193.19,1000.0,3193.19,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100814,POL-1000371,CUST-500371,Home,2025-03-28,Liability,730.6,1000.0,0.0,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100817,POL-1000238,CUST-500238,Home,2024-08-24,Wind/Hail,5340.55,250.0,5090.55,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100818,POL-1000238,CUST-500238,Home,2025-01-19,Water Damage,27291.37,250.0,27041.37,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100819,POL-1000238,CUST-500238,Home,2025-03-24,Water Damage,500.0,250.0,250.0,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100820,POL-1003400,CUST-503400,Home,2025-08-30,Liability,24999.97,500.0,24499.97,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100821,POL-1003400,CUST-503400,Home,2025-09-21,Theft,18619.11,500.0,18119.11,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100823,POL-1002067,CUST-502067,Home,2025-04-01,Fire,52588.93,250.0,52338.93,Paid,Chimney fire caused attic and roof structure damage.
CLM-100822,POL-1002067,CUST-502067,Home,2026-01-05,Fire,34301.88,250.0,34051.88,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100830,POL-1003676,CUST-503676,Home,2022-07-13,Water Damage,14562.69,500.0,14062.69,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100837,POL-1003708,CUST-503708,Home,2025-08-02,Wind/Hail,57233.75,2500.0,54733.75,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100838,POL-1003018,CUST-503018,Home,2024-04-29,Wind/Hail,66458.51,1000.0,65458.51,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100839,POL-1004252,CUST-504252,Home,2023-09-22,Water Damage,9002.58,250.0,8752.58,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100843,POL-1003705,CUST-503705,Home,2023-01-27,Theft,24931.9,1000.0,23931.9,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100856,POL-1001204,CUST-501204,Home,2022-03-02,Theft,800.51,1000.0,0.0,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100858,POL-1000051,CUST-500051,Home,2025-05-22,Wind/Hail,3075.67,250.0,2825.67,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100861,POL-1002181,CUST-502181,Home,2022-11-14,Liability,6071.22,250.0,5821.22,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100863,POL-1000534,CUST-500534,Home,2023-09-06,Theft,70703.07,500.0,70203.07,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100868,POL-1000195,CUST-500195,Home,2025-06-03,Fire,22867.21,1000.0,21867.21,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100872,POL-1000765,CUST-500765,Home,2026-02-05,Wind/Hail,9768.46,1000.0,8768.46,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100875,POL-1003002,CUST-503002,Home,2023-02-23,Fire,21982.76,2500.0,19482.76,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100876,POL-1003002,CUST-503002,Home,2023-10-17,Water Damage,796.11,2500.0,0.0,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100878,POL-1004200,CUST-504200,Home,2025-08-21,Liability,50332.18,1000.0,49332.18,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100880,POL-1002922,CUST-502922,Home,2025-05-26,Wind/Hail,500.0,5000.0,0.0,Denied,Severe thunderstorm tore off several roof shingles.
CLM-100883,POL-1001049,CUST-501049,Home,2022-08-02,Fire,2686.62,250.0,2436.62,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100891,POL-1004258,CUST-504258,Home,2026-01-05,Theft,5319.66,5000.0,319.66,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100898,POL-1002460,CUST-502460,Home,2023-11-23,Water Damage,20379.54,5000.0,0.0,Denied,"Water heater failed, leaking water across the laundry room floor."
CLM-100899,POL-1001954,CUST-501954,Home,2024-05-11,Theft,2808.67,2500.0,308.67,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100900,POL-1001954,CUST-501954,Home,2024-12-10,Wind/Hail,4674.45,2500.0,2174.45,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100904,POL-1002276,CUST-502276,Home,2025-11-11,Theft,5096.86,1000.0,4096.86,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100909,POL-1003137,CUST-503137,Home,2022-12-31,Theft,42635.03,5000.0,37635.03,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100908,POL-1003137,CUST-503137,Home,2023-04-12,Fire,21892.29,5000.0,16892.29,Paid,Chimney fire caused attic and roof structure damage.
CLM-100920,POL-1000122,CUST-500122,Home,2023-06-09,Water Damage,3058.59,1000.0,2058.59,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100919,POL-1000122,CUST-500122,Home,2024-07-03,Fire,23085.8,1000.0,22085.8,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100924,POL-1003692,CUST-503692,Home,2023-05-14,Liability,47338.9,250.0,47088.9,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100926,POL-1001371,CUST-501371,Home,2022-02-28,Fire,35319.98,2500.0,32819.98,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100928,POL-1003955,CUST-503955,Home,2025-04-17,Theft,27917.7,5000.0,22917.7,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100930,POL-1000856,CUST-500856,Home,2024-01-26,Liability,34223.97,500.0,0.0,Denied,Guest tripped over a loose rug and fractured their wrist.
CLM-100931,POL-1003838,CUST-503838,Home,2024-11-10,Liability,17004.79,5000.0,0.0,Denied,Guest tripped over a loose rug and fractured their wrist.
CLM-100932,POL-1002860,CUST-502860,Home,2026-05-02,Liability,32726.25,1000.0,31726.25,Approved,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100939,POL-1004877,CUST-504877,Home,2023-06-28,Liability,2917.34,2500.0,417.34,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100940,POL-1000602,CUST-500602,Home,2026-05-04,Theft,500.0,2500.0,0.0,Under Review,Break-in through rear window; jewelry and electronics stolen.
CLM-100953,POL-1002664,CUST-502664,Home,2025-04-23,Wind/Hail,37918.36,500.0,37418.36,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100954,POL-1000549,CUST-500549,Home,2024-02-11,Fire,41435.46,250.0,41185.46,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100957,POL-1004892,CUST-504892,Home,2026-04-05,Theft,16994.96,1000.0,15994.96,Under Review,Porch pirate stole high-value packages delivered to front door.
CLM-100960,POL-1000896,CUST-500896,Home,2024-01-29,Liability,27402.7,500.0,26902.7,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100962,POL-1004607,CUST-504607,Home,2023-05-02,Wind/Hail,4634.25,1000.0,3634.25,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100964,POL-1003439,CUST-503439,Home,2023-07-03,Water Damage,8462.62,250.0,8212.62,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100965,POL-1003439,CUST-503439,Home,2023-07-10,Theft,3071.3,250.0,2821.3,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100976,POL-1002536,CUST-502536,Home,2024-09-15,Wind/Hail,17776.94,1000.0,16776.94,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100975,POL-1002536,CUST-502536,Home,2025-06-20,Theft,19478.73,1000.0,18478.73,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100979,POL-1003725,CUST-503725,Home,2025-02-04,Water Damage,9022.28,250.0,8772.28,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100982,POL-1001260,CUST-501260,Home,2025-01-11,Fire,27872.55,1000.0,26872.55,Paid,Chimney fire caused attic and roof structure damage.
CLM-100981,POL-1001260,CUST-501260,Home,2026-02-22,Wind/Hail,29961.2,1000.0,28961.2,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100980,POL-1001260,CUST-501260,Home,2026-04-19,Theft,31634.73,1000.0,0.0,Denied,Porch pirate stole high-value packages delivered to front door.
CLM-100986,POL-1000756,CUST-500756,Home,2025-12-24,Wind/Hail,22975.56,5000.0,17975.56,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100991,POL-1001870,CUST-501870,Home,2026-02-28,Water Damage,1995.66,5000.0,0.0,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100998,POL-1003853,CUST-503853,Home,2024-03-30,Water Damage,57642.81,500.0,57142.81,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100999,POL-1003853,CUST-503853,Home,2024-08-25,Water Damage,2779.42,500.0,2279.42,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-101009,POL-1002240,CUST-502240,Home,2025-10-15,Water Damage,17504.98,1000.0,16504.98,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101012,POL-1002662,CUST-502662,Home,2025-10-09,Wind/Hail,28288.46,250.0,28038.46,Paid,Severe thunderstorm tore off several roof shingles.
CLM-101016,POL-1001038,CUST-501038,Home,2026-01-29,Water Damage,33001.19,5000.0,28001.19,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-101017,POL-1001038,CUST-501038,Home,2026-02-11,Water Damage,120187.64,5000.0,115187.64,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101025,POL-1004663,CUST-504663,Home,2024-02-10,Water Damage,13349.49,1000.0,12349.49,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-101038,POL-1001504,CUST-501504,Home,2024-04-07,Wind/Hail,26737.16,1000.0,25737.16,Paid,Severe thunderstorm tore off several roof shingles.
CLM-101036,POL-1001504,CUST-501504,Home,2024-08-15,Water Damage,51820.37,1000.0,50820.37,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101037,POL-1001504,CUST-501504,Home,2025-10-01,Theft,31263.69,1000.0,30263.69,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-101041,POL-1002418,CUST-502418,Home,2024-01-23,Fire,2486.7,5000.0,0.0,Paid,Chimney fire caused attic and roof structure damage.
CLM-101042,POL-1003986,CUST-503986,Home,2021-09-15,Water Damage,22945.21,250.0,22695.21,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-101044,POL-1004588,CUST-504588,Home,2024-04-17,Fire,29368.92,250.0,29118.92,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-101046,POL-1004588,CUST-504588,Home,2024-07-09,Theft,30293.82,250.0,30043.82,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-101045,POL-1004588,CUST-504588,Home,2024-12-25,Liability,74008.41,250.0,73758.41,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101047,POL-1000283,CUST-500283,Home,2024-03-07,Wind/Hail,7574.88,2500.0,0.0,Denied,Severe thunderstorm tore off several roof shingles.
CLM-101050,POL-1000842,CUST-500842,Home,2022-09-07,Liability,35037.05,1000.0,34037.05,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101049,POL-1000842,CUST-500842,Home,2023-08-21,Theft,19800.06,1000.0,18800.06,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-101057,POL-1003165,CUST-503165,Home,2025-11-20,Fire,14661.25,250.0,14411.25,Paid,Chimney fire caused attic and roof structure damage.
CLM-101058,POL-1002284,CUST-502284,Home,2025-11-17,Liability,3922.93,500.0,3422.93,Paid,Family dog bit a neighbor visiting the backyard.
CLM-101068,POL-1003053,CUST-503053,Home,2024-07-24,Water Damage,80337.13,2500.0,77837.13,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-101080,POL-1004898,CUST-504898,Home,2022-06-29,Liability,8394.22,1000.0,7394.22,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101088,POL-1004561,CUST-504561,Home,2023-02-27,Liability,64951.77,500.0,64451.77,Paid,Family dog bit a neighbor visiting the backyard.
CLM-101087,POL-1004561,CUST-504561,Home,2025-01-20,Fire,1547.1,500.0,1047.1,Paid,Electrical fire in the garage damaged walls and tools.
CLM-101094,POL-1002078,CUST-502078,Home,2026-02-16,Water Damage,738.91,1000.0,0.0,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101095,POL-1002078,CUST-502078,Home,2026-04-07,Fire,58046.64,1000.0,57046.64,Paid,Chimney fire caused attic and roof structure damage.
CLM-101096,POL-1004038,CUST-504038,Home,2024-08-24,Theft,72267.95,250.0,72017.95,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-101103,POL-1003567,CUST-503567,Home,2022-09-13,Liability,18584.74,5000.0,13584.74,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101128,POL-1004346,CUST-504346,Home,2025-11-15,Theft,500.0,250.0,250.0,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-101129,POL-1004346,CUST-504346,Home,2026-04-13,Water Damage,18852.85,250.0,18602.85,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-101146,POL-1000668,CUST-500668,Home,2023-11-03,Theft,500.0,5000.0,0.0,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-101155,POL-1002124,CUST-502124,Home,2022-11-08,Wind/Hail,4886.93,2500.0,0.0,Denied,Hail storm damaged vinyl siding and cracked windows.
CLM-101156,POL-1003375,CUST-503375,Home,2025-12-19,Theft,1631.82,2500.0,0.0,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-101161,POL-1004440,CUST-504440,Home,2023-02-26,Water Damage,23120.94,250.0,22870.94,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-101169,POL-1004458,CUST-504458,Home,2025-12-30,Theft,7520.68,1000.0,6520.68,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-101170,POL-1000693,CUST-500693,Home,2024-05-08,Liability,5204.09,250.0,4954.09,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101172,POL-1000693,CUST-500693,Home,2025-06-07,Water Damage,24712.39,250.0,24462.39,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101171,POL-1000693,CUST-500693,Home,2025-09-06,Water Damage,2597.52,250.0,2347.52,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101179,POL-1003858,CUST-503858,Home,2023-04-26,Theft,41443.06,5000.0,36443.06,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-101184,POL-1004478,CUST-504478,Home,2024-10-11,Water Damage,68395.26,5000.0,63395.26,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-101197,POL-1001345,CUST-501345,Home,2024-09-30,Fire,9146.45,1000.0,8146.45,Paid,Chimney fire caused attic and roof structure damage.
CLM-101213,POL-1004772,CUST-504772,Home,2024-12-25,Fire,58412.86,250.0,58162.86,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-101214,POL-1001606,CUST-501606,Home,2024-01-25,Wind/Hail,65433.82,1000.0,64433.82,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-101215,POL-1001629,CUST-501629,Home,2024-07-10,Liability,35168.59,500.0,34668.59,Paid,Family dog bit a neighbor visiting the backyard.
CLM-101226,POL-1003814,CUST-503814,Home,2026-04-19,Wind/Hail,8575.23,250.0,8325.23,Paid,Severe thunderstorm tore off several roof shingles.
CLM-101239,POL-1003518,CUST-503518,Home,2024-12-25,Liability,27890.09,250.0,27640.09,Paid,Family dog bit a neighbor visiting the backyard.
CLM-101241,POL-1003624,CUST-503624,Home,2024-12-04,Liability,52472.2,500.0,51972.2,Paid,Family dog bit a neighbor visiting the backyard.
CLM-101244,POL-1000150,CUST-500150,Home,2023-04-27,Liability,4347.91,5000.0,0.0,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101248,POL-1001786,CUST-501786,Home,2024-02-24,Wind/Hail,29281.66,2500.0,26781.66,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-101252,POL-1002925,CUST-502925,Home,2024-10-14,Fire,30871.73,1000.0,29871.73,Paid,Electrical fire in the garage damaged walls and tools.
CLM-101253,POL-1003270,CUST-503270,Home,2023-10-25,Liability,58208.37,500.0,57708.37,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101256,POL-1001988,CUST-501988,Home,2025-12-14,Water Damage,12846.32,1000.0,11846.32,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-101267,POL-1001946,CUST-501946,Home,2026-02-03,Theft,15765.99,2500.0,13265.99,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-101272,POL-1000944,CUST-500944,Home,2026-04-25,Water Damage,6936.47,250.0,6686.47,Approved,"Water heater failed, leaking water across the laundry room floor."
CLM-101277,POL-1002307,CUST-502307,Home,2026-04-27,Liability,7453.78,500.0,6953.78,Under Review,Family dog bit a neighbor visiting the backyard.
CLM-101281,POL-1003214,CUST-503214,Home,2023-03-04,Liability,15051.33,500.0,14551.33,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101282,POL-1003214,CUST-503214,Home,2023-05-03,Water Damage,9262.13,500.0,8762.13,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-101292,POL-1000800,CUST-500800,Home,2023-07-25,Liability,30183.73,500.0,29683.73,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101295,POL-1004193,CUST-504193,Home,2023-08-14,Fire,1808.88,250.0,1558.88,Paid,Electrical fire in the garage damaged walls and tools.
CLM-101296,POL-1004193,CUST-504193,Home,2024-06-04,Fire,4729.1,250.0,4479.1,Paid,Electrical fire in the garage damaged walls and tools.
CLM-101298,POL-1002968,CUST-502968,Home,2024-06-03,Liability,36094.19,5000.0,31094.19,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101297,POL-1002968,CUST-502968,Home,2024-09-25,Fire,20192.98,5000.0,15192.98,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-101306,POL-1001743,CUST-501743,Home,2024-12-18,Fire,17758.73,500.0,17258.73,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-101307,POL-1003948,CUST-503948,Home,2023-04-04,Water Damage,8482.05,250.0,8232.05,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101318,POL-1004619,CUST-504619,Home,2022-11-19,Wind/Hail,7351.48,5000.0,0.0,Denied,Severe thunderstorm tore off several roof shingles.
CLM-101339,POL-1003770,CUST-503770,Home,2025-08-27,Water Damage,86138.32,250.0,85888.32,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101340,POL-1003770,CUST-503770,Home,2026-04-23,Theft,567.63,250.0,317.63,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-101343,POL-1001479,CUST-501479,Home,2025-12-07,Water Damage,9731.79,250.0,9481.79,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-101344,POL-1001024,CUST-501024,Home,2023-11-27,Liability,66270.81,5000.0,61270.81,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101345,POL-1001024,CUST-501024,Home,2024-02-10,Wind/Hail,12560.91,5000.0,7560.91,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-101349,POL-1002264,CUST-502264,Home,2024-03-01,Wind/Hail,34149.1,1000.0,33149.1,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-101358,POL-1000152,CUST-500152,Home,2023-10-08,Wind/Hail,65664.48,1000.0,0.0,Denied,Hail storm damaged vinyl siding and cracked windows.
CLM-101359,POL-1000152,CUST-500152,Home,2023-11-20,Liability,20232.24,1000.0,19232.24,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101365,POL-1001469,CUST-501469,Home,2024-08-20,Wind/Hail,8665.47,5000.0,3665.47,Paid,Severe thunderstorm tore off several roof shingles.
CLM-101366,POL-1002807,CUST-502807,Home,2024-05-26,Theft,1867.57,500.0,1367.57,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-101368,POL-1002943,CUST-502943,Home,2022-04-28,Water Damage,14578.15,1000.0,13578.15,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101376,POL-1000031,CUST-500031,Home,2023-08-02,Fire,20167.86,1000.0,19167.86,Paid,Electrical fire in the garage damaged walls and tools.
CLM-101379,POL-1001215,CUST-501215,Home,2023-11-18,Theft,80829.78,250.0,80579.78,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-101378,POL-1001215,CUST-501215,Home,2023-12-18,Theft,63772.15,250.0,63522.15,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-101380,POL-1001937,CUST-501937,Home,2025-02-20,Water Damage,44254.21,5000.0,39254.21,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-101384,POL-1004901,CUST-504901,Home,2023-09-30,Fire,500.0,500.0,0.0,Paid,Chimney fire caused attic and roof structure damage.
CLM-101383,POL-1004901,CUST-504901,Home,2023-11-29,Water Damage,20336.7,500.0,19836.7,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-101385,POL-1002168,CUST-502168,Home,2025-01-23,Water Damage,1975.9,1000.0,975.9,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101387,POL-1002168,CUST-502168,Home,2026-04-08,Theft,30603.57,1000.0,29603.57,Approved,Lawnmower and power tools stolen from locked backyard shed.
CLM-101386,POL-1002168,CUST-502168,Home,2026-04-25,Theft,4842.13,1000.0,3842.13,Approved,Break-in through rear window; jewelry and electronics stolen.
CLM-101391,POL-1002673,CUST-502673,Home,2024-10-06,Liability,29610.16,2500.0,27110.16,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101392,POL-1003357,CUST-503357,Home,2025-08-24,Water Damage,13727.88,1000.0,12727.88,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101406,POL-1000565,CUST-500565,Home,2024-08-22,Liability,10114.17,5000.0,5114.17,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101423,POL-1000289,CUST-500289,Home,2022-12-09,Liability,17191.1,1000.0,16191.1,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-101425,POL-1000535,CUST-500535,Home,2025-06-22,Wind/Hail,139963.98,250.0,139713.98,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-101429,POL-1002174,CUST-502174,Home,2026-04-04,Liability,8612.14,250.0,8362.14,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101435,POL-1002157,CUST-502157,Home,2025-01-18,Fire,79151.28,250.0,78901.28,Paid,Chimney fire caused attic and roof structure damage.
CLM-101436,POL-1002157,CUST-502157,Home,2025-01-21,Water Damage,67699.79,250.0,67449.79,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-101437,POL-1003931,CUST-503931,Home,2023-02-16,Liability,4666.05,1000.0,3666.05,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-101446,POL-1000790,CUST-500790,Home,2023-08-28,Water Damage,10301.64,250.0,10051.64,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-101456,POL-1002589,CUST-502589,Home,2023-11-23,Liability,34498.5,5000.0,0.0,Denied,Family dog bit a neighbor visiting the backyard.
CLM-101457,POL-1000402,CUST-500402,Home,2026-02-10,Fire,6809.24,250.0,0.0,Denied,Chimney fire caused attic and roof structure damage.
CLM-101464,POL-1000650,CUST-500650,Home,2024-06-01,Liability,44630.39,2500.0,42130.39,Paid,Family dog bit a neighbor visiting the backyard.
